LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS,EDI_STD_NOMENCLATURE,AISC_MANUAL_LABEL,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,X,Y,E0,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L6X4X5/16X3/8SLBB,F,20.6,6.05,4.00,0,0,0.00,6,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,0.908,0.00,0.00,0.250,0.00,0.00,0.00,0.00,0.00,8.26,4.67,2.67,1.17,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,0.944,0.00,0.826,2L152X102X7.9X9SLBB,2L152X102X7.9X9SLBB,30.6,3900,102,0.00,0.00,0.00,152,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,23.1,0.00,0.00,6.35,30.6,0.00,0.00,0.00,0.00,3.44,76.5,43.8,29.7,0.00,0.00,0.00,72.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.5,0.944,0.00,0.826
2L6X4X5/16X3/8LLBB,F,20.6,6.05,6.00,0,0,0.00,4,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,1.90,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,22.7,9.91,5.55,1.94,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,0.674,0.00,0.826,2L152X102X7.9X9LLBB,2L152X102X7.9X9LLBB,30.6,3900,152,0.00,0.00,0.00,102,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,48.3,0.00,0.00,29.5,30.6,0.00,0.00,0.00,0.00,9.45,162,90.9,49.3,0.00,0.00,0.00,40.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.7,0.674,0.00,0.826
2L6X4X5/16X3/4SLBB,F,20.6,6.05,4.00,0,0,0.00,6,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,0.908,0.00,0.00,0.250,0.00,0.00,0.00,0.00,0.00,8.26,4.67,2.67,1.17,0.00,0.00,0.00,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.948,0.00,0.826,2L152X102X7.9X19SLBB,2L152X102X7.9X19SLBB,30.6,3900,102,0.00,0.00,0.00,152,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,23.1,0.00,0.00,6.35,30.6,0.00,0.00,0.00,0.00,3.44,76.5,43.8,29.7,0.00,0.00,0.00,75.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.8,0.948,0.00,0.826
2L6X4X5/16X3/4LLBB,F,20.6,6.05,6.00,0,0,0.00,4,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,1.90,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,22.7,9.91,5.55,1.94,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,0.689,0.00,0.826,2L152X102X7.9X19LLBB,2L152X102X7.9X19LLBB,30.6,3900,152,0.00,0.00,0.00,102,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,48.3,0.00,0.00,29.5,30.6,0.00,0.00,0.00,0.00,9.45,162,90.9,49.3,0.00,0.00,0.00,44.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.5,0.689,0.00,0.826
2L6X4X5/16SLBB,F,20.6,6.05,4.00,0,0,0.00,6,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,0.908,0.00,0.00,0.250,0.00,0.00,0.00,0.00,0.00,8.26,4.67,2.67,1.17,0.00,0.00,0.00,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.939,0.00,0.914,2L152X102X7.9SLBB,2L152X102X7.9SLBB,30.6,3900,102,0.00,0.00,0.00,152,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,23.1,0.00,0.00,6.35,30.6,0.00,0.00,0.00,0.00,3.44,76.5,43.8,29.7,0.00,0.00,0.00,69.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.5,0.939,0.00,0.914
2L6X4X5/16LLBB,F,20.6,6.05,6.00,0,0,0.00,4,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,1.90,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,22.7,9.91,5.55,1.94,0.00,0.00,0.00,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.661,0.00,1.00,2L152X102X7.9LLBB,2L152X102X7.9LLBB,30.6,3900,152,0.00,0.00,0.00,102,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,48.3,0.00,0.00,29.5,30.6,0.00,0.00,0.00,0.00,9.45,162,90.9,49.3,0.00,0.00,0.00,37.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.2,0.661,0.00,1.00
2L6X4X3/8X3/8SLBB,F,24.6,7.22,4.00,0,0,0.00,6,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,0.933,0.00,0.00,0.300,0.00,0.00,0.00,0.00,0.00,9.72,5.58,3.17,1.16,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.945,0.00,0.912,2L152X102X9.5X9SLBB,2L152X102X9.5X9SLBB,36.6,4660,102,0.00,0.00,0.00,152,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,23.7,0.00,0.00,7.62,36.6,0.00,0.00,0.00,0.00,4.05,91.4,51.9,29.5,0.00,0.00,0.00,72.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.8,0.945,0.00,0.912
2L6X4X3/8X3/8LLBB,F,24.6,7.22,6.00,0,0,0.00,4,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,1.93,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,26.8,11.8,6.59,1.93,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,0.676,0.00,0.912,2L152X102X9.5X9LLBB,2L152X102X9.5X9LLBB,36.6,4660,152,0.00,0.00,0.00,102,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,49.0,0.00,0.00,30.2,36.6,0.00,0.00,0.00,0.00,11.2,193,108,49.0,0.00,0.00,0.00,40.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.7,0.676,0.00,0.912
2L6X4X3/8X3/4SLBB,F,24.6,7.22,4.00,0,0,0.00,6,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,0.933,0.00,0.00,0.300,0.00,0.00,0.00,0.00,0.00,9.72,5.58,3.17,1.16,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.949,0.00,0.912,2L152X102X9.5X19SLBB,2L152X102X9.5X19SLBB,36.6,4660,102,0.00,0.00,0.00,152,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,23.7,0.00,0.00,7.62,36.6,0.00,0.00,0.00,0.00,4.05,91.4,51.9,29.5,0.00,0.00,0.00,76.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.1,0.949,0.00,0.912
2L6X4X3/8X3/4LLBB,F,24.6,7.22,6.00,0,0,0.00,4,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,1.93,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,26.8,11.8,6.59,1.93,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,0.691,0.00,0.912,2L152X102X9.5X19LLBB,2L152X102X9.5X19LLBB,36.6,4660,152,0.00,0.00,0.00,102,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,49.0,0.00,0.00,30.2,36.6,0.00,0.00,0.00,0.00,11.2,193,108,49.0,0.00,0.00,0.00,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.5,0.691,0.00,0.912
2L6X4X3/8SLBB,F,24.6,7.22,4.00,0,0,0.00,6,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,0.933,0.00,0.00,0.300,0.00,0.00,0.00,0.00,0.00,9.72,5.58,3.17,1.16,0.00,0.00,0.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,0.940,0.00,0.998,2L152X102X9.5SLBB,2L152X102X9.5SLBB,36.6,4660,102,0.00,0.00,0.00,152,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,23.7,0.00,0.00,7.62,36.6,0.00,0.00,0.00,0.00,4.05,91.4,51.9,29.5,0.00,0.00,0.00,69.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.7,0.940,0.00,0.998
2L6X4X3/8LLBB,F,24.6,7.22,6.00,0,0,0.00,4,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,1.93,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,26.8,11.8,6.59,1.93,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.99,0.662,0.00,1.00,2L152X102X9.5LLBB,2L152X102X9.5LLBB,36.6,4660,152,0.00,0.00,0.00,102,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,49.0,0.00,0.00,30.2,36.6,0.00,0.00,0.00,0.00,11.2,193,108,49.0,0.00,0.00,0.00,37.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.9,0.662,0.00,1.00
2L6X4X3/4X3/8SLBB,F,47.2,13.9,4.00,0,0,0.00,6,0,0.00,0.00,0.75,0,0.00,0.00,0,0,0.00,1.07,0.00,0.00,0.580,0.00,0.00,0.00,0.00,0.00,17.3,10.8,5.90,1.12,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,0.953,0.00,1.00,2L152X102X19X9SLBB,2L152X102X19X9SLBB,70.2,8970,102,0.00,0.00,0.00,152,0.00,0.00,0.00,19.1,0.00,0.00,0.00,0.00,0.00,27.2,0.00,0.00,14.7,70.2,0.00,0.00,0.00,0.00,7.20,177,96.7,28.4,0.00,0.00,0.00,74.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.8,0.953,0.00,1.00
2L6X4X3/4X3/8LLBB,F,47.2,13.9,6.00,0,0,0.00,4,0,0.00,0.00,0.75,0,0.00,0.00,0,0,0.00,2.07,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,48.9,22.2,12.5,1.88,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.688,0.00,1.00,2L152X102X19X9LLBB,2L152X102X19X9LLBB,70.2,8970,152,0.00,0.00,0.00,102,0.00,0.00,0.00,19.1,0.00,0.00,0.00,0.00,0.00,52.6,0.00,0.00,35.1,70.2,0.00,0.00,0.00,0.00,20.4,364,205,47.8,0.00,0.00,0.00,42.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.2,0.688,0.00,1.00
2L6X4X3/4X3/4SLBB,F,47.2,13.9,4.00,0,0,0.00,6,0,0.00,0.00,0.75,0,0.00,0.00,0,0,0.00,1.07,0.00,0.00,0.580,0.00,0.00,0.00,0.00,0.00,17.3,10.8,5.90,1.12,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,0.957,0.00,1.00,2L152X102X19X19SLBB,2L152X102X19X19SLBB,70.2,8970,102,0.00,0.00,0.00,152,0.00,0.00,0.00,19.1,0.00,0.00,0.00,0.00,0.00,27.2,0.00,0.00,14.7,70.2,0.00,0.00,0.00,0.00,7.20,177,96.7,28.4,0.00,0.00,0.00,78.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.1,0.957,0.00,1.00
2L6X4X3/4X3/4LLBB,F,47.2,13.9,6.00,0,0,0.00,4,0,0.00,0.00,0.75,0,0.00,0.00,0,0,0.00,2.07,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,48.9,22.2,12.5,1.88,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.705,0.00,1.00,2L152X102X19X19LLBB,2L152X102X19X19LLBB,70.2,8970,152,0.00,0.00,0.00,102,0.00,0.00,0.00,19.1,0.00,0.00,0.00,0.00,0.00,52.6,0.00,0.00,35.1,70.2,0.00,0.00,0.00,0.00,20.4,364,205,47.8,0.00,0.00,0.00,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.2,0.705,0.00,1.00
2L6X4X3/4SLBB,F,47.2,13.9,4.00,0,0,0.00,6,0,0.00,0.00,0.75,0,0.00,0.00,0,0,0.00,1.07,0.00,0.00,0.580,0.00,0.00,0.00,0.00,0.00,17.3,10.8,5.90,1.12,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.09,0.949,0.00,1.00,2L152X102X19SLBB,2L152X102X19SLBB,70.2,8970,102,0.00,0.00,0.00,152,0.00,0.00,0.00,19.1,0.00,0.00,0.00,0.00,0.00,27.2,0.00,0.00,14.7,70.2,0.00,0.00,0.00,0.00,7.20,177,96.7,28.4,0.00,0.00,0.00,71.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.5,0.949,0.00,1.00
2L6X4X3/4LLBB,F,47.2,13.9,6.00,0,0,0.00,4,0,0.00,0.00,0.75,0,0.00,0.00,0,0,0.00,2.07,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,48.9,22.2,12.5,1.88,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,0.673,0.00,1.00,2L152X102X19LLBB,2L152X102X19LLBB,70.2,8970,152,0.00,0.00,0.00,102,0.00,0.00,0.00,19.1,0.00,0.00,0.00,0.00,0.00,52.6,0.00,0.00,35.1,70.2,0.00,0.00,0.00,0.00,20.4,364,205,47.8,0.00,0.00,0.00,39.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.4,0.673,0.00,1.00
2L6X4X1/2X3/8SLBB,F,32.3,9.50,4.00,0,0,0.00,6,0,0.00,0.00,0.5,0,0.00,0.00,0,0,0.00,0.981,0.00,0.00,0.400,0.00,0.00,0.00,0.00,0.00,12.4,7.38,4.12,1.14,0.00,0.00,0.00,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.19,0.948,0.00,1.00,2L152X102X12.7X9SLBB,2L152X102X12.7X9SLBB,48.2,6130,102,0.00,0.00,0.00,152,0.00,0.00,0.00,12.7,0.00,0.00,0.00,0.00,0.00,24.9,0.00,0.00,10.2,48.2,0.00,0.00,0.00,0.00,5.16,121,67.5,29.0,0.00,0.00,0.00,73.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.0,0.948,0.00,1.00
2L6X4X1/2X3/8LLBB,F,32.3,9.50,6.00,0,0,0.00,4,0,0.00,0.00,0.5,0,0.00,0.00,0,0,0.00,1.98,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,34.7,15.4,8.63,1.91,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.679,0.00,1.00,2L152X102X12.7X9LLBB,2L152X102X12.7X9LLBB,48.2,6130,152,0.00,0.00,0.00,102,0.00,0.00,0.00,12.7,0.00,0.00,0.00,0.00,0.00,50.3,0.00,0.00,31.8,48.2,0.00,0.00,0.00,0.00,14.4,252,141,48.5,0.00,0.00,0.00,41.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.5,0.679,0.00,1.00
2L6X4X1/2X3/4SLBB,F,32.3,9.50,4.00,0,0,0.00,6,0,0.00,0.00,0.5,0,0.00,0.00,0,0,0.00,0.981,0.00,0.00,0.400,0.00,0.00,0.00,0.00,0.00,12.4,7.38,4.12,1.14,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,0.952,0.00,1.00,2L152X102X12.7X19SLBB,2L152X102X12.7X19SLBB,48.2,6130,102,0.00,0.00,0.00,152,0.00,0.00,0.00,12.7,0.00,0.00,0.00,0.00,0.00,24.9,0.00,0.00,10.2,48.2,0.00,0.00,0.00,0.00,5.16,121,67.5,29.0,0.00,0.00,0.00,77.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.3,0.952,0.00,1.00
2L6X4X1/2X3/4LLBB,F,32.3,9.50,6.00,0,0,0.00,4,0,0.00,0.00,0.5,0,0.00,0.00,0,0,0.00,1.98,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,34.7,15.4,8.63,1.91,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,0.695,0.00,1.00,2L152X102X12.7X19LLBB,2L152X102X12.7X19LLBB,48.2,6130,152,0.00,0.00,0.00,102,0.00,0.00,0.00,12.7,0.00,0.00,0.00,0.00,0.00,50.3,0.00,0.00,31.8,48.2,0.00,0.00,0.00,0.00,14.4,252,141,48.5,0.00,0.00,0.00,45.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.5,0.695,0.00,1.00
2L6X4X1/2SLBB,F,32.3,9.50,4.00,0,0,0.00,6,0,0.00,0.00,0.5,0,0.00,0.00,0,0,0.00,0.981,0.00,0.00,0.400,0.00,0.00,0.00,0.00,0.00,12.4,7.38,4.12,1.14,0.00,0.00,0.00,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.943,0.00,1.00,2L152X102X12.7SLBB,2L152X102X12.7SLBB,48.2,6130,102,0.00,0.00,0.00,152,0.00,0.00,0.00,12.7,0.00,0.00,0.00,0.00,0.00,24.9,0.00,0.00,10.2,48.2,0.00,0.00,0.00,0.00,5.16,121,67.5,29.0,0.00,0.00,0.00,69.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.0,0.943,0.00,1.00
2L6X4X1/2LLBB,F,32.3,9.50,6.00,0,0,0.00,4,0,0.00,0.00,0.5,0,0.00,0.00,0,0,0.00,1.98,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,34.7,15.4,8.63,1.91,0.00,0.00,0.00,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.99,0.665,0.00,1.00,2L152X102X12.7LLBB,2L152X102X12.7LLBB,48.2,6130,152,0.00,0.00,0.00,102,0.00,0.00,0.00,12.7,0.00,0.00,0.00,0.00,0.00,50.3,0.00,0.00,31.8,48.2,0.00,0.00,0.00,0.00,14.4,252,141,48.5,0.00,0.00,0.00,38.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.9,0.665,0.00,1.00
2L6X3-1/2X5/16X3/8SLBB,F,19.7,5.78,3.50,0,0,0.00,6,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,0.756,0.00,0.00,0.240,0.00,0.00,0.00,0.00,0.00,5.68,3.65,2.07,0.991,0.00,0.00,0.00,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.14,0.964,0.00,0.826,2L152X89X7.9X9SLBB,2L152X89X7.9X9SLBB,29.0,3730,88.9,0.00,0.00,0.00,152,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,19.2,0.00,0.00,6.10,29,0.00,0.00,0.00,0.00,2.36,59.8,33.9,25.2,0.00,0.00,0.00,74.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.8,0.964,0.00,0.826
2L6X3-1/2X5/16X3/8LLBB,F,19.7,5.78,6.00,0,0,0.00,3.5,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,2.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,21.8,9.68,5.45,1.94,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.625,0.00,0.826,2L152X89X7.9X9LLBB,2L152X89X7.9X9LLBB,29.0,3730,152,0.00,0.00,0.00,88.9,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,50.8,0.00,0.00,35.1,29,0.00,0.00,0.00,0.00,9.07,159,89.3,49.3,0.00,0.00,0.00,34.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.2,0.625,0.00,0.826
2L6X3-1/2X5/16X3/4SLBB,F,19.7,5.78,3.50,0,0,0.00,6,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,0.756,0.00,0.00,0.240,0.00,0.00,0.00,0.00,0.00,5.68,3.65,2.07,0.991,0.00,0.00,0.00,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.966,0.00,0.826,2L152X89X7.9X19SLBB,2L152X89X7.9X19SLBB,29.0,3730,88.9,0.00,0.00,0.00,152,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,19.2,0.00,0.00,6.10,29,0.00,0.00,0.00,0.00,2.36,59.8,33.9,25.2,0.00,0.00,0.00,77.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.3,0.966,0.00,0.826
2L6X3-1/2X5/16X3/4LLBB,F,19.7,5.78,6.00,0,0,0.00,3.5,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,2.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,21.8,9.68,5.45,1.94,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.641,0.00,0.826,2L152X89X7.9X19LLBB,2L152X89X7.9X19LLBB,29.0,3730,152,0.00,0.00,0.00,88.9,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,50.8,0.00,0.00,35.1,29,0.00,0.00,0.00,0.00,9.07,159,89.3,49.3,0.00,0.00,0.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.0,0.641,0.00,0.826
2L6X3-1/2X5/16SLBB,F,19.7,5.78,3.50,0,0,0.00,6,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,0.756,0.00,0.00,0.240,0.00,0.00,0.00,0.00,0.00,5.68,3.65,2.07,0.991,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.960,0.00,0.914,2L152X89X7.9SLBB,2L152X89X7.9SLBB,29.0,3730,88.9,0.00,0.00,0.00,152,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,19.2,0.00,0.00,6.10,29,0.00,0.00,0.00,0.00,2.36,59.8,33.9,25.2,0.00,0.00,0.00,70.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.7,0.960,0.00,0.914
2L6X3-1/2X5/16LLBB,F,19.7,5.78,6.00,0,0,0.00,3.5,0,0.00,0.00,0.3125,0,0.00,0.00,0,0,0.00,2.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,21.8,9.68,5.45,1.94,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.95,0.612,0.00,1.00,2L152X89X7.9LLBB,2L152X89X7.9LLBB,29.0,3730,152,0.00,0.00,0.00,88.9,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,50.8,0.00,0.00,35.1,29,0.00,0.00,0.00,0.00,9.07,159,89.3,49.3,0.00,0.00,0.00,31.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.9,0.612,0.00,1.00
2L6X3-1/2X3/8X3/8SLBB,F,23.4,6.88,3.50,0,0,0.00,6,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,0.781,0.00,0.00,0.290,0.00,0.00,0.00,0.00,0.00,6.65,4.36,2.45,0.984,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15,0.965,0.00,0.912,2L152X89X9.5X9SLBB,2L152X89X9.5X9SLBB,34.6,4440,88.9,0.00,0.00,0.00,152,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,19.8,0.00,0.00,7.37,34.6,0.00,0.00,0.00,0.00,2.77,71.4,40.1,25.0,0.00,0.00,0.00,74.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.0,0.965,0.00,0.912
2L6X3-1/2X3/8X3/8LLBB,F,23.4,6.88,6.00,0,0,0.00,3.5,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,2.02,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.00,25.7,11.5,6.47,1.93,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.627,0.00,0.912,2L152X89X9.5X9LLBB,2L152X89X9.5X9LLBB,34.6,4440,152,0.00,0.00,0.00,88.9,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,51.3,0.00,0.00,35.8,34.6,0.00,0.00,0.00,0.00,10.7,188,106,49.0,0.00,0.00,0.00,35.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.2,0.627,0.00,0.912
2L6X3-1/2X3/8X3/4SLBB,F,23.4,6.88,3.50,0,0,0.00,6,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,0.781,0.00,0.00,0.290,0.00,0.00,0.00,0.00,0.00,6.65,4.36,2.45,0.984,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.967,0.00,0.912,2L152X89X9.5X19SLBB,2L152X89X9.5X19SLBB,34.6,4440,88.9,0.00,0.00,0.00,152,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,19.8,0.00,0.00,7.37,34.6,0.00,0.00,0.00,0.00,2.77,71.4,40.1,25.0,0.00,0.00,0.00,78.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.6,0.967,0.00,0.912
2L6X3-1/2X3/8X3/4LLBB,F,23.4,6.88,6.00,0,0,0.00,3.5,0,0.00,0.00,0.375,0,0.00,0.00,0,0,0.00,2.02,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.00,25.7,11.5,6.47,1.93,0.00,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.642,0.00,0.912,2L152X89X9.5X19LLBB,2L152X89X9.5X19LLBB,34.6,4440,152,0.00,0.00,0.00,88.9,0.00,0.00,0.00,9.53,0.00,0.00,0.00,0.00,0.00,51.3,0.00,0.00,35.8,34.6,0.00,0.00,0.00,0.00,10.7,188,106,49.0,0.00,0.00,0.00,38.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.0,0.642,0.00,0.912
