LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS,EDI_STD_NOMENCLATURE,AISC_MANUAL_LABEL,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,X,Y,E0,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
WT5X7.5,F,7.50,2.21,5.00,0,0,4.00,0,0,0.230,0.270,0,0,0.00,0.570,0.8125,0,0.00,1.37,0.00,0.00,0.305,7.41,0.00,19.2,0.00,21.7,5.45,2.71,1.50,1.57,1.45,1.15,0.723,0.810,0.00,0.0518,0.0475,0.00,0.00,0.00,0.00,0.00,2.16,0.672,0.00,0.810,WT125X11.15,WT125X11.15,11.2,1430,127,0.00,0.00,102,0.00,0.00,5.84,6.86,0.00,0.00,0.00,14.5,20.6,0.00,34.8,0.00,0.00,7.75,11.2,0.00,0.00,19.20,21.7,2.27,44.4,24.6,39.9,0.604,18.8,11.8,20.6,0.00,21.6,0.0128,0.00,0.00,0.00,0.00,0.00,54.9,0.672,0.00,0.810
WT5X6,F,6.00,1.77,4.94,0,0,3.96,0,0,0.190,0.210,0,0,0.00,0.510,0.75,0,0.00,1.36,0.00,0.00,0.322,9.43,0.00,23.3,0.00,26.0,4.35,2.20,1.22,1.57,1.09,0.869,0.551,0.785,0.00,0.0272,0.0255,0.00,0.00,0.00,0.00,0.00,2.16,0.661,0.00,0.593,WT125X8.95,WT125X8.95,8.95,1140,125,0.00,0.00,101,0.00,0.00,4.83,5.33,0.00,0.00,0.00,13.0,19.1,0.00,34.5,0.00,0.00,8.18,8.95,0.00,0.00,23.30,26.0,1.81,36.1,20.0,39.9,0.454,14.2,9.03,19.9,0.00,11.3,0.00685,0.00,0.00,0.00,0.00,0.00,54.9,0.661,0.00,0.593
WT5X56,F,56.0,16.5,5.68,0,0,10.4,0,0,0.755,1.25,0,0,0.00,1.75,1.9375,0,0.00,1.21,0.00,0.00,0.791,4.17,0.00,5.21,0.00,7.52,28.6,13.4,6.40,1.32,118,34.6,22.6,2.67,0.00,7.50,16.9,0.00,0.00,0.00,0.00,0.00,3.04,0.963,0.00,1.00,WT125X83.5,WT125X83.5,83.5,10600,144,0.00,0.00,264,0.00,0.00,19.2,31.8,0.00,0.00,0.00,44.5,49.2,0.00,30.7,0.00,0.00,20.1,83.5,0.00,0.00,5.21,7.52,11.9,220,105,33.5,49.1,567,370,67.8,0.00,3120,4.54,0.00,0.00,0.00,0.00,0.00,77.2,0.963,0.00,1.00
WT5X50,F,50.0,14.7,5.55,0,0,10.3,0,0,0.680,1.12,0,0,0.00,1.62,1.8125,0,0.00,1.13,0.00,0.00,0.711,4.62,0.00,5.78,0.00,8.16,24.5,11.4,5.56,1.29,103,30.5,20.0,2.65,0.00,5.41,11.9,0.00,0.00,0.00,0.00,0.00,3.00,0.964,0.00,1.00,WT125X74.5,WT125X74.5,74.5,9480,141,0.00,0.00,262,0.00,0.00,17.3,28.4,0.00,0.00,0.00,41.1,46.0,0.00,28.7,0.00,0.00,18.1,74.5,0.00,0.00,5.78,8.16,10.2,187,91.1,32.8,42.9,500,328,67.3,0.00,2250,3.20,0.00,0.00,0.00,0.00,0.00,76.2,0.964,0.00,1.00
WT5X44,F,44.0,12.9,5.42,0,0,10.3,0,0,0.605,0.990,0,0,0.00,1.49,1.6875,0,0.00,1.06,0.00,0.00,0.631,5.18,0.00,6.50,0.00,8.96,20.8,9.65,4.77,1.27,89.3,26.5,17.4,2.63,0.00,3.75,8.02,0.00,0.00,0.00,0.00,0.00,2.97,0.964,0.00,1.00,WT125X65.5,WT125X65.5,65.5,8320,138,0.00,0.00,262,0.00,0.00,15.4,25.1,0.00,0.00,0.00,37.8,42.9,0.00,26.9,0.00,0.00,16.0,65.5,0.00,0.00,6.50,8.96,8.66,158,78.2,32.3,37.2,434,285,66.8,0.00,1560,2.15,0.00,0.00,0.00,0.00,0.00,75.4,0.964,0.00,1.00
WT5X38.5,F,38.5,11.3,5.30,0,0,10.2,0,0,0.530,0.870,0,0,0.00,1.37,1.5625,0,0.00,0.990,0.00,0.00,0.555,5.86,0.00,7.42,0.00,10.0,17.4,8.06,4.05,1.24,76.8,22.9,15.1,2.60,0.00,2.55,5.31,0.00,0.00,0.00,0.00,0.00,2.94,0.964,0.00,1.00,WT125X57.5,WT125X57.5,57.5,7290,135,0.00,0.00,259,0.00,0.00,13.5,22.1,0.00,0.00,0.00,34.8,39.7,0.00,25.1,0.00,0.00,14.1,57.5,0.00,0.00,7.42,10.0,7.24,132,66.4,31.5,32.0,375,247,66.0,0.00,1060,1.43,0.00,0.00,0.00,0.00,0.00,74.7,0.964,0.00,1.00
WT5X34,F,34.0,10.0,5.20,0,0,10.1,0,0,0.470,0.770,0,0,0.00,1.27,1.4375,0,0.00,0.932,0.00,0.00,0.493,6.58,0.00,8.36,0.00,11.1,14.9,6.85,3.49,1.22,66.7,20.0,13.2,2.58,0.00,1.78,3.62,0.00,0.00,0.00,0.00,0.00,2.91,0.965,0.00,1.00,WT125X50.5,WT125X50.5,50.5,6450,132,0.00,0.00,257,0.00,0.00,11.9,19.6,0.00,0.00,0.00,32.3,36.5,0.00,23.7,0.00,0.00,12.5,50.5,0.00,0.00,8.36,11.1,6.20,112,57.2,31.0,27.8,328,216,65.5,0.00,741,0.972,0.00,0.00,0.00,0.00,0.00,73.9,0.965,0.00,1.00
WT5X30,F,30.0,8.82,5.11,0,0,10.1,0,0,0.420,0.680,0,0,0.00,1.18,1.375,0,0.00,0.884,0.00,0.00,0.438,7.41,0.00,9.36,0.00,12.2,12.9,5.87,3.04,1.21,58.1,17.5,11.5,2.57,0.00,1.23,2.46,0.00,0.00,0.00,0.00,0.00,2.89,0.964,0.00,1.00,WT125X44.5,WT125X44.5,44.5,5690,130,0.00,0.00,257,0.00,0.00,10.7,17.3,0.00,0.00,0.00,30.0,34.9,0.00,22.5,0.00,0.00,11.1,44.5,0.00,0.00,9.36,12.2,5.37,96.2,49.8,30.7,24.2,287,188,65.3,0.00,512,0.661,0.00,0.00,0.00,0.00,0.00,73.4,0.964,0.00,1.00
WT5X27,F,27.0,7.91,5.05,0,0,10.0,0,0,0.370,0.615,0,0,0.00,1.12,1.3125,0,0.00,0.836,0.00,0.00,0.395,8.15,0.00,10.6,0.00,13.6,11.1,5.05,2.64,1.19,51.7,15.6,10.3,2.56,0.00,0.909,1.78,0.00,0.00,0.00,0.00,0.00,2.87,0.966,0.00,1.00,WT125X40,WT125X40,40.0,5100,128,0.00,0.00,254,0.00,0.00,9.40,15.6,0.00,0.00,0.00,28.4,33.3,0.00,21.2,0.00,0.00,10.0,40,0.00,0.00,10.60,13.6,4.62,82.8,43.3,30.2,21.5,256,169,65.0,0.00,378,0.478,0.00,0.00,0.00,0.00,0.00,72.9,0.966,0.00,1.00
WT5X24.5,F,24.5,7.21,4.99,0,0,10.0,0,0,0.340,0.560,0,0,0.00,1.06,1.25,0,0.00,0.807,0.00,0.00,0.361,8.93,0.00,11.6,0.00,14.7,10.0,4.52,2.39,1.18,46.7,14.1,9.34,2.54,0.00,0.693,1.33,0.00,0.00,0.00,0.00,0.00,2.85,0.966,0.00,1.00,WT125X36.5,WT125X36.5,36.5,4650,127,0.00,0.00,254,0.00,0.00,8.64,14.2,0.00,0.00,0.00,26.9,31.8,0.00,20.5,0.00,0.00,9.17,36.5,0.00,0.00,11.60,14.7,4.16,74.1,39.2,30.0,19.4,231,153,64.5,0.00,288,0.357,0.00,0.00,0.00,0.00,0.00,72.4,0.966,0.00,1.00
WT5X22.5,F,22.5,6.63,5.05,0,0,8.02,0,0,0.350,0.620,0,0,0.00,1.12,1.3125,0,0.00,0.907,0.00,0.00,0.413,6.47,0.00,11.2,0.00,14.4,10.2,4.65,2.47,1.24,26.7,10.1,6.65,2.01,0.00,0.753,0.981,0.00,0.00,0.00,0.00,0.00,2.43,0.940,0.00,1.00,WT125X33.5,WT125X33.5,33.5,4280,128,0.00,0.00,204,0.00,0.00,8.89,15.7,0.00,0.00,0.00,28.4,33.3,0.00,23.0,0.00,0.00,10.5,33.5,0.00,0.00,11.20,14.4,4.25,76.2,40.5,31.5,11.1,166,109,51.1,0.00,313,0.263,0.00,0.00,0.00,0.00,0.00,61.7,0.940,0.00,1.00
WT5X19.5,F,19.5,5.73,4.96,0,0,7.99,0,0,0.315,0.530,0,0,0.00,1.03,1.1875,0,0.00,0.876,0.00,0.00,0.359,7.53,0.00,12.5,0.00,15.7,8.84,3.99,2.16,1.24,22.5,8.57,5.64,1.98,0.00,0.487,0.616,0.00,0.00,0.00,0.00,0.00,2.42,0.936,0.00,1.00,WT125X29,WT125X29,29.0,3700,126,0.00,0.00,203,0.00,0.00,8.00,13.5,0.00,0.00,0.00,26.2,30.2,0.00,22.3,0.00,0.00,9.12,29,0.00,0.00,12.50,15.7,3.68,65.4,35.4,31.5,9.37,140,92.4,50.3,0.00,203,0.165,0.00,0.00,0.00,0.00,0.00,61.5,0.936,0.00,1.00
WT5X16.5,F,16.5,4.85,4.87,0,0,7.96,0,0,0.290,0.435,0,0,0.00,0.935,1.125,0,0.00,0.869,0.00,0.00,0.305,9.15,0.00,13.6,0.00,16.8,7.71,3.48,1.93,1.26,18.3,7.00,4.60,1.94,0.00,0.291,0.356,0.00,0.00,0.00,0.00,0.00,2.40,0.927,0.00,1.00,WT125X24.55,WT125X24.55,24.6,3130,124,0.00,0.00,202,0.00,0.00,7.37,11.0,0.00,0.00,0.00,23.7,28.6,0.00,22.1,0.00,0.00,7.75,24.6,0.00,0.00,13.60,16.8,3.21,57.0,31.6,32.0,7.62,115,75.4,49.3,0.00,121,0.0956,0.00,0.00,0.00,0.00,0.00,61.0,0.927,0.00,1.00
WT5X15,F,15.0,4.42,5.24,0,0,5.81,0,0,0.300,0.510,0,0,0.00,0.810,1.125,0,0.00,1.10,0.00,0.00,0.380,5.70,0.00,14.8,0.00,17.5,9.28,4.01,2.24,1.45,8.35,4.41,2.87,1.37,0.00,0.310,0.273,0.00,0.00,0.00,0.00,0.00,2.17,0.849,0.00,1.00,WT125X22.4,WT125X22.4,22.4,2850,133,0.00,0.00,148,0.00,0.00,7.62,13.0,0.00,0.00,0.00,20.6,28.6,0.00,27.9,0.00,0.00,9.65,22.4,0.00,0.00,14.80,17.5,3.86,65.7,36.7,36.8,3.48,72.3,47.0,34.8,0.00,129,0.0733,0.00,0.00,0.00,0.00,0.00,55.1,0.849,0.00,1.00
WT5X13,F,13.0,3.81,5.17,0,0,5.77,0,0,0.260,0.440,0,0,0.00,0.740,1.0625,0,0.00,1.06,0.00,0.00,0.330,6.56,0.00,17.0,0.00,19.9,7.86,3.39,1.91,1.44,7.05,3.75,2.44,1.36,0.00,0.201,0.173,0.00,0.00,0.00,0.00,0.00,2.15,0.848,0.00,0.904,WT125X19.25,WT125X19.25,19.3,2460,131,0.00,0.00,147,0.00,0.00,6.60,11.2,0.00,0.00,0.00,18.8,27.0,0.00,26.9,0.00,0.00,8.38,19.3,0.00,0.00,17.00,19.9,3.27,55.6,31.3,36.6,2.93,61.5,40.0,34.5,0.00,83.7,0.0465,0.00,0.00,0.00,0.00,0.00,54.6,0.848,0.00,0.904
WT5X11,F,11.0,3.24,5.09,0,0,5.75,0,0,0.240,0.360,0,0,0.00,0.660,0.9375,0,0.00,1.07,0.00,0.00,0.282,7.99,0.00,18.4,0.00,21.2,6.88,3.02,1.72,1.46,5.71,3.05,1.99,1.33,0.00,0.119,0.107,0.00,0.00,0.00,0.00,0.00,2.16,0.830,0.00,0.837,WT125X16.35,WT125X16.35,16.4,2090,129,0.00,0.00,146,0.00,0.00,6.10,9.14,0.00,0.00,0.00,16.8,23.8,0.00,27.2,0.00,0.00,7.16,16.4,0.00,0.00,18.40,21.2,2.86,49.5,28.2,37.1,2.38,50.0,32.6,33.8,0.00,49.5,0.0287,0.00,0.00,0.00,0.00,0.00,54.9,0.830,0.00,0.837
WT4X9,F,9.00,2.63,4.07,0,0,5.25,0,0,0.230,0.330,0,0,0.00,0.630,0.8125,0,0.00,0.834,0.00,0.00,0.251,7.95,0.00,15.0,0.00,17.7,3.41,1.86,1.05,1.14,3.98,2.33,1.52,1.23,0.00,0.0855,0.0562,0.00,0.00,0.00,0.00,0.00,1.80,0.863,0.00,1.00,WT100X13.3,WT100X13.3,13.3,1700,103,0.00,0.00,133,0.00,0.00,5.84,8.38,0.00,0.00,0.00,16.0,20.6,0.00,21.2,0.00,0.00,6.38,13.3,0.00,0.00,15.00,17.7,1.42,30.5,17.2,29.0,1.66,38.2,24.9,31.2,0.00,35.6,0.0151,0.00,0.00,0.00,0.00,0.00,45.7,0.863,0.00,1.00
WT4X7.5,F,7.50,2.22,4.06,0,0,4.02,0,0,0.245,0.315,0,0,0.00,0.615,0.8125,0,0.00,0.998,0.00,0.00,0.276,6.37,0.00,14.0,0.00,16.6,3.28,1.91,1.07,1.22,1.70,1.33,0.849,0.876,0.00,0.0679,0.0382,0.00,0.00,0.00,0.00,0.00,1.72,0.760,0.00,1.00,WT100X11.25,WT100X11.25,11.3,1430,103,0.00,0.00,102,0.00,0.00,6.22,8.00,0.00,0.00,0.00,15.6,20.6,0.00,25.3,0.00,0.00,7.01,11.3,0.00,0.00,14.00,16.6,1.37,31.3,17.5,31.0,0.708,21.8,13.9,22.3,0.00,28.3,0.0103,0.00,0.00,0.00,0.00,0.00,43.7,0.760,0.00,1.00
WT4X6.5,F,6.50,1.92,4.00,0,0,4.00,0,0,0.230,0.255,0,0,0.00,0.555,0.75,0,0.00,1.03,0.00,0.00,0.240,7.84,0.00,15.0,0.00,17.4,2.89,1.74,0.974,1.23,1.36,1.07,0.682,0.843,0.00,0.0433,0.0269,0.00,0.00,0.00,0.00,0.00,1.74,0.733,0.00,1.00,WT100X9.65,WT100X9.65,9.65,1240,102,0.00,0.00,102,0.00,0.00,5.84,6.48,0.00,0.00,0.00,14.1,19.1,0.00,26.2,0.00,0.00,6.10,9.65,0.00,0.00,15.00,17.4,1.20,28.5,16.0,31.2,0.566,17.5,11.2,21.4,0.00,18.0,0.00722,0.00,0.00,0.00,0.00,0.00,44.2,0.733,0.00,1.00
WT4X5,F,5.00,1.48,3.95,0,0,3.94,0,0,0.170,0.205,0,0,0.00,0.505,0.6875,0,0.00,0.953,0.00,0.00,0.188,9.61,0.00,20.2,0.00,23.2,2.15,1.27,0.717,1.20,1.05,0.826,0.531,0.840,0.00,0.0212,0.0114,0.00,0.00,0.00,0.00,0.00,1.70,0.749,0.00,0.735,WT100X7.5,WT100X7.5,7.50,955,100,0.00,0.00,100,0.00,0.00,4.32,5.21,0.00,0.00,0.00,12.8,17.5,0.00,24.2,0.00,0.00,4.78,7.5,0.00,0.00,20.20,23.2,0.895,20.8,11.7,30.5,0.437,13.5,8.70,21.3,0.00,8.82,0.00306,0.00,0.00,0.00,0.00,0.00,43.2,0.749,0.00,0.735
WT4X33.5,F,33.5,9.84,4.50,0,0,8.28,0,0,0.570,0.935,0,0,0.00,1.33,1.625,0,0.00,0.936,0.00,0.00,0.594,4.43,0.00,5.56,0.00,7.89,10.9,6.29,3.05,1.05,44.3,16.3,10.7,2.12,0.00,2.51,3.56,0.00,0.00,0.00,0.00,0.00,2.41,0.962,0.00,1.00,WT100X50,WT100X50,50.0,6350,114,0.00,0.00,210,0.00,0.00,14.5,23.7,0.00,0.00,0.00,33.8,41.3,0.00,23.8,0.00,0.00,15.1,50,0.00,0.00,5.56,7.89,4.54,103,50.0,26.7,18.4,267,175,53.8,0.00,1040,0.956,0.00,0.00,0.00,0.00,0.00,61.2,0.962,0.00,1.00
WT4X29,F,29.0,8.54,4.38,0,0,8.22,0,0,0.510,0.810,0,0,0.00,1.20,1.5,0,0.00,0.874,0.00,0.00,0.520,5.07,0.00,6.22,0.00,8.58,9.12,5.25,2.61,1.03,37.5,13.9,9.13,2.10,0.00,1.66,2.28,0.00,0.00,0.00,0.00,0.00,2.38,0.961,0.00,1.00,WT100X43,WT100X43,43.0,5510,111,0.00,0.00,209,0.00,0.00,13.0,20.6,0.00,0.00,0.00,30.5,38.1,0.00,22.2,0.00,0.00,13.2,43,0.00,0.00,6.22,8.58,3.80,86.0,42.8,26.2,15.6,228,150,53.3,0.00,691,0.612,0.00,0.00,0.00,0.00,0.00,60.5,0.961,0.00,1.00
WT4X24,F,24.0,7.05,4.25,0,0,8.11,0,0,0.400,0.685,0,0,0.00,1.08,1.375,0,0.00,0.777,0.00,0.00,0.435,5.92,0.00,7.93,0.00,10.6,6.85,3.94,1.97,0.986,30.5,11.4,7.51,2.08,0.00,0.977,1.30,0.00,0.00,0.00,0.00,0.00,2.34,0.966,0.00,1.00,WT100X35.5,WT100X35.5,35.5,4550,108,0.00,0.00,206,0.00,0.00,10.2,17.4,0.00,0.00,0.00,27.4,34.9,0.00,19.7,0.00,0.00,11.0,35.5,0.00,0.00,7.93,10.6,2.85,64.6,32.3,25.0,12.7,187,123,52.8,0.00,407,0.349,0.00,0.00,0.00,0.00,0.00,59.4,0.966,0.00,1.00
WT4X20,F,20.0,5.87,4.13,0,0,8.07,0,0,0.360,0.560,0,0,0.00,0.954,1.25,0,0.00,0.735,0.00,0.00,0.364,7.21,0.00,8.81,0.00,11.5,5.73,3.25,1.69,0.988,24.5,9.24,6.08,2.04,0.00,0.558,0.715,0.00,0.00,0.00,0.00,0.00,2.32,0.961,0.00,1.00,WT100X29.5,WT100X29.5,29.5,3790,105,0.00,0.00,205,0.00,0.00,9.14,14.2,0.00,0.00,0.00,24.2,31.8,0.00,18.7,0.00,0.00,9.25,29.5,0.00,0.00,8.81,11.5,2.39,53.3,27.7,25.1,10.2,151,100,51.8,0.00,232,0.192,0.00,0.00,0.00,0.00,0.00,58.9,0.961,0.00,1.00
WT4X17.5,F,17.5,5.14,4.06,0,0,8.02,0,0,0.310,0.495,0,0,0.00,0.889,1.1875,0,0.00,0.688,0.00,0.00,0.321,8.10,0.00,10.2,0.00,13.1,4.82,2.71,1.43,0.968,21.3,8.05,5.31,2.03,0.00,0.384,0.480,0.00,0.00,0.00,0.00,0.00,2.30,0.963,0.00,1.00,WT100X26,WT100X26,26.0,3320,103,0.00,0.00,204,0.00,0.00,7.87,12.6,0.00,0.00,0.00,22.6,30.2,0.00,17.5,0.00,0.00,8.15,26,0.00,0.00,10.20,13.1,2.01,44.4,23.4,24.6,8.87,132,87.0,51.6,0.00,160,0.129,0.00,0.00,0.00,0.00,0.00,58.4,0.963,0.00,1.00
WT4X15.5,F,15.5,4.56,4.00,0,0,8.00,0,0,0.285,0.435,0,0,0.00,0.829,1.125,0,0.00,0.668,0.00,0.00,0.285,9.19,0.00,11.1,0.00,14.0,4.28,2.39,1.28,0.969,18.5,7.03,4.64,2.02,0.00,0.267,0.327,0.00,0.00,0.00,0.00,0.00,2.28,0.961,0.00,1.00,WT100X23.05,WT100X23.05,23.1,2940,102,0.00,0.00,203,0.00,0.00,7.24,11.0,0.00,0.00,0.00,21.1,28.6,0.00,17.0,0.00,0.00,7.24,23.1,0.00,0.00,11.10,14.0,1.78,39.2,21.0,24.6,7.70,115,76.0,51.3,0.00,111,0.0878,0.00,0.00,0.00,0.00,0.00,57.9,0.961,0.00,1.00
WT4X14,F,14.0,4.12,4.03,0,0,6.54,0,0,0.285,0.465,0,0,0.00,0.859,0.9375,0,0.00,0.734,0.00,0.00,0.315,7.03,0.00,11.1,0.00,14.1,4.23,2.38,1.28,1.01,10.8,5.04,3.31,1.62,0.00,0.268,0.230,0.00,0.00,0.00,0.00,0.00,1.98,0.935,0.00,1.00,WT100X20.85,WT100X20.85,20.9,2660,102,0.00,0.00,166,0.00,0.00,7.24,11.8,0.00,0.00,0.00,21.8,23.8,0.00,18.6,0.00,0.00,8.00,20.9,0.00,0.00,11.10,14.1,1.76,39.0,21.0,25.7,4.50,82.6,54.2,41.1,0.00,112,0.0618,0.00,0.00,0.00,0.00,0.00,50.3,0.935,0.00,1.00
WT4X12,F,12.0,3.54,3.97,0,0,6.50,0,0,0.245,0.400,0,0,0.00,0.794,0.875,0,0.00,0.695,0.00,0.00,0.272,8.12,0.00,12.9,0.00,16.2,3.53,1.98,1.08,0.999,9.14,4.28,2.81,1.61,0.00,0.173,0.144,0.00,0.00,0.00,0.00,0.00,1.96,0.936,0.00,1.00,WT100X17.95,WT100X17.95,18.0,2280,101,0.00,0.00,165,0.00,0.00,6.22,10.2,0.00,0.00,0.00,20.2,22.2,0.00,17.7,0.00,0.00,6.91,18,0.00,0.00,12.90,16.2,1.47,32.4,17.7,25.4,3.80,70.1,46.0,40.9,0.00,72.0,0.0387,0.00,0.00,0.00,0.00,0.00,49.8,0.936,0.00,1.00
WT4X10.5,F,10.5,3.08,4.14,0,0,5.27,0,0,0.250,0.400,0,0,0.00,0.700,0.875,0,0.00,0.831,0.00,0.00,0.292,6.59,0.00,13.8,0.00,16.6,3.90,2.11,1.18,1.12,4.88,2.84,1.85,1.26,0.00,0.141,0.0916,0.00,0.00,0.00,0.00,0.00,1.80,0.877,0.00,1.00,WT100X15.65,WT100X15.65,15.7,1990,105,0.00,0.00,134,0.00,0.00,6.35,10.2,0.00,0.00,0.00,17.8,22.2,0.00,21.1,0.00,0.00,7.42,15.7,0.00,0.00,13.80,16.6,1.62,34.6,19.3,28.4,2.03,46.5,30.3,32.0,0.00,58.7,0.0246,0.00,0.00,0.00,0.00,0.00,45.7,0.877,0.00,1.00
WT3X8,F,8.00,2.37,3.14,0,0,4.03,0,0,0.260,0.405,0,0,0.00,0.655,0.875,0,0.00,0.676,0.00,0.00,0.294,4.98,0.00,9.56,0.00,12.1,1.69,1.25,0.685,0.844,2.21,1.69,1.10,0.966,0.00,0.111,0.0426,0.00,0.00,0.00,0.00,0.00,1.37,0.880,0.00,1.00,WT75X12,WT75X12,12.0,1530,79.8,0.00,0.00,102,0.00,0.00,6.60,10.3,0.00,0.00,0.00,16.6,22.2,0.00,17.2,0.00,0.00,7.47,12,0.00,0.00,9.56,12.1,0.703,20.5,11.2,21.4,0.920,27.7,18.0,24.5,0.00,46.2,0.0114,0.00,0.00,0.00,0.00,0.00,34.8,0.880,0.00,1.00
WT3X7.5,F,7.50,2.21,3.00,0,0,5.99,0,0,0.230,0.260,0,0,0.00,0.559,0.75,0,0.00,0.558,0.00,0.00,0.185,11.5,0.00,10.6,0.00,13.0,1.41,1.03,0.577,0.797,4.66,2.37,1.56,1.45,0.00,0.0504,0.0342,0.00,0.00,0.00,0.00,0.00,1.71,0.937,0.00,1.00,WT75X11.25,WT75X11.25,11.3,1430,76.2,0.00,0.00,152,0.00,0.00,5.84,6.60,0.00,0.00,0.00,14.2,19.1,0.00,14.2,0.00,0.00,4.70,11.3,0.00,0.00,10.60,13.0,0.587,16.9,9.46,20.2,1.94,38.8,25.6,36.8,0.00,21.0,0.00918,0.00,0.00,0.00,0.00,0.00,43.4,0.937,0.00,1.00
WT3X6,F,6.00,1.78,3.02,0,0,4.00,0,0,0.230,0.280,0,0,0.00,0.530,0.75,0,0.00,0.677,0.00,0.00,0.222,7.14,0.00,10.8,0.00,13.1,1.32,1.01,0.564,0.862,1.50,1.16,0.748,0.918,0.00,0.0449,0.0178,0.00,0.00,0.00,0.00,0.00,1.37,0.846,0.00,1.00,WT75X9,WT75X9,9.00,1150,76.7,0.00,0.00,102,0.00,0.00,5.84,7.11,0.00,0.00,0.00,13.5,19.1,0.00,17.2,0.00,0.00,5.64,9,0.00,0.00,10.80,13.1,0.549,16.6,9.24,21.9,0.624,19.0,12.3,23.3,0.00,18.7,0.00478,0.00,0.00,0.00,0.00,0.00,34.8,0.846,0.00,1.00
WT3X4.5,F,4.50,1.34,2.95,0,0,3.94,0,0,0.170,0.215,0,0,0.00,0.465,0.6875,0,0.00,0.623,0.00,0.00,0.170,9.16,0.00,14.6,0.00,17.4,0.950,0.720,0.408,0.842,1.10,0.856,0.557,0.905,0.00,0.0202,0.00736,0.00,0.00,0.00,0.00,0.00,1.34,0.852,0.00,1.00,WT75X6.75,WT75X6.75,6.75,865,74.9,0.00,0.00,100,0.00,0.00,4.32,5.46,0.00,0.00,0.00,11.8,17.5,0.00,15.8,0.00,0.00,4.32,6.75,0.00,0.00,14.60,17.4,0.395,11.8,6.69,21.4,0.458,14.0,9.13,23.0,0.00,8.41,0.00198,0.00,0.00,0.00,0.00,0.00,34.0,0.852,0.00,1.00
WT3X4.25,F,4.25,1.26,2.92,0,0,3.94,0,0,0.170,0.195,0,0,0.00,0.444,0.6875,0,0.00,0.637,0.00,0.00,0.160,10.1,0.00,14.5,0.00,17.1,0.905,0.700,0.397,0.848,0.995,0.778,0.505,0.890,0.00,0.0166,0.00620,0.00,0.00,0.00,0.00,0.00,1.34,0.839,0.00,1.00,WT75X6.5,WT75X6.5,5.00,813,74.2,0.00,0.00,100,0.00,0.00,4.32,4.95,0.00,0.00,0.00,11.3,17.5,0.00,16.2,0.00,0.00,4.06,5,0.00,0.00,14.50,17.1,0.377,11.5,6.51,21.5,0.414,12.7,8.28,22.6,0.00,6.91,0.00166,0.00,0.00,0.00,0.00,0.00,34.0,0.839,0.00,1.00
WT3X12.5,F,12.5,3.67,3.19,0,0,6.08,0,0,0.320,0.455,0,0,0.00,0.705,0.9375,0,0.00,0.610,0.00,0.00,0.302,6.68,0.00,7.61,0.00,10.0,2.29,1.68,0.886,0.789,8.53,4.28,2.81,1.52,0.00,0.229,0.171,0.00,0.00,0.00,0.00,0.00,1.76,0.953,0.00,1.00,WT75X18.55,WT75X18.55,18.6,2370,81.0,0.00,0.00,154,0.00,0.00,8.13,11.6,0.00,0.00,0.00,17.9,23.8,0.00,15.5,0.00,0.00,7.67,18.6,0.00,0.00,7.61,10.0,0.953,27.5,14.5,20.0,3.55,70.1,46.0,38.6,0.00,95.3,0.0459,0.00,0.00,0.00,0.00,0.00,44.7,0.953,0.00,1.00
WT3X10,F,10.0,2.94,3.10,0,0,6.02,0,0,0.260,0.365,0,0,0.00,0.664,0.875,0,0.00,0.560,0.00,0.00,0.244,8.25,0.00,9.37,0.00,11.9,1.76,1.29,0.693,0.774,6.64,3.36,2.21,1.50,0.00,0.120,0.0858,0.00,0.00,0.00,0.00,0.00,1.73,0.953,0.00,1.00,WT75X14.9,WT75X14.9,14.9,1900,78.7,0.00,0.00,153,0.00,0.00,6.60,9.27,0.00,0.00,0.00,16.9,22.2,0.00,14.2,0.00,0.00,6.20,14.9,0.00,0.00,9.37,11.9,0.733,21.1,11.4,19.7,2.76,55.1,36.2,38.1,0.00,49.9,0.0230,0.00,0.00,0.00,0.00,0.00,43.9,0.953,0.00,1.00
WT2X6.5,F,6.50,1.91,2.08,0,0,4.06,0,0,0.280,0.345,0,0,0.00,0.595,0.75,0,0.00,0.440,0.00,0.00,0.236,5.88,0.00,5.30,0.00,7.43,0.526,0.616,0.321,0.524,1.93,1.46,0.950,1.00,0.00,0.0750,0.0233,0.00,0.00,0.00,0.00,0.00,1.16,0.947,0.00,1.00,WT50X9.65,WT50X9.65,9.65,1230,52.8,0.00,0.00,103,0.00,0.00,7.11,8.76,0.00,0.00,0.00,15.1,19.1,0.00,11.2,0.00,0.00,5.99,9.65,0.00,0.00,5.30,7.43,0.219,10.1,5.26,13.3,0.803,23.9,15.6,25.4,0.00,31.2,0.00626,0.00,0.00,0.00,0.00,0.00,29.5,0.947,0.00,1.00
